id,website,display_phone,url_phone,email
24,https://www.dshs.wa.gov/,(877) 501-2233,tel://8775012233,
25,,,,
26,https://eastvalleybaptist.com/,(509) 220-5717,tel://5092205717,eastvalleybaptist@gmail.com
27,https://ffcc.us/,(509) 325-0343,tel://5093250343,ffccspokane@ffcc.us
28,https://www.familypromiseofspokane.org/,(509) 747-5487,tel://5097475487,office@familypromiseofspokane.org
29,https://familyreach.org/,(857) 233-2764,tel://8572332764,
30,,(509) 354-6263,tel://5093546263,heidirou@spokaneschools.org
31,https://www.spokanefpc.org/barton,(509) 747-1058,tel://5097471058,beckyr@spokanefpc.org
32,https://ftpnonprofit.org/,(901) 656-0033,tel://9016560033,help@ftpnonprofit.org
33,https://www.garlandchurch.org/,(509) 327-7700,tel://5093277700,info@garlandchurch.org
34,https://www.global-neighborhood.org/,(509) 868-0001,tel://5098680001,info@global-neighborhood.org
35,https://greenhousedp.com/,(509) 276-6897,tel://5092766897,
36,https://habitat-spokane.org/,(509) 534-2552,tel://5095342552,
37,https://www.cceasternwa.org/homeless-resources,(509) 325-5005,tel://5093255005,frontdesk@cceasternwa.org
38,https://www.cceasternwa.org/house-of-charity,(509) 624-7821,tel://5096247821,frontdesk@cceasternwa.org
39,https://www.spokanelibrary.org/indian-trail/,(509) 444-5300,tel://5094445300,
40,https://ircspokane.org/,,,Spokane@Rescue.org
41,https://www.lltaustin.org/,,,
42,https://www.latinosenspokane.org/,(509) 558-9359,tel://5095589359,
43,https://www.manzanitahousespokane.org,(509) 309-8404,tel://5093098404,ssmith@mhspokane.org
44,https://sites.google.com/view/meadfoodbank-org/home,(509) 466-7068,tel://5094667068,
45,https://www.mowspokane.org/,(509) 456-6597,tel://5094566597,
46,https://request.angelwheels.org/,,,info@mercymedical.org
47,https://www.mowspokane.org/senior-center,(509) 747-3257,tel://5097473257,shannon.kessler@mowspokane.org
48,https://mlkspokane.org/,(509) 868-0856,tel://5098680856,info@mlkspokane.org
49,https://www.modestneeds.org/,(844) 667-3776,tel://8446673776,general.questions@modestneeds.org
50,https://www.mshh-donorcloset.com/,(509) 487-4119,tel://5094874119,ManagerSpokane@mshh-donorcloset.com
51,https://new-eyes.org/,,,info@new-eyes.org
52,https://nwjustice.org/home,(509) 324-9128,tel://5093249128,
53,https://spokaneneyc.com/,(509) 482-0708,tel://5094820708,info@spokaneneyc.org
54,https://www.nwconnect.org/,(509) 290-5691,tel://5092905691,
55,https://nwjustice.org/home,(206) 464-1519,tel://2064641519,
56,https://www.nwmediationcenter.com/,(509) 456-0103,tel://5094560103,
57,https://www.offbroadwaylighthouse.com/,(509) 998-2630,tel://5099982630,offbroadwaylighthouse@gmail.com
58,https://ourkidsspokane.org/,,,spokane.okob@gmail.com
59,https://www.ourplacespokane.org/,(509) 326-7267,tel://5093267267,
60,https://www.partnersinw.org/,(509) 927-1153,tel://5099271153,admin@svpart.org
61,https://www.pcsforpeople.org/,(651) 354-2552,tel://6513542552,support@pcsforpeople.org
62,https://www.latinosenspokane.org/poderlegal,(509) 558-9359,tel://5095589359,
63,https://www.renewspokane.org/,(509) 325-1258,tel://5093251258,pattym@uccsda.org
64,https://spokaneresourcecenter.org/,(509) 867-8188 or (509) 532-3120,tel://5098678188or5095323120,info@spokaneresourcecenter.org
65,https://www.revivecommunityservices.com/,(509) 964-6539,tel://5099646539,revivecommunityservices@gmail.com
66,https://www.safekids.org/coalition/safe-kids-spokane,(509) 474-2491,tel://5094742491,renee.witmer@providence.org
67,https://spokane.salvationarmy.org/spokane_citadel,(509) 325-6821,tel://5093256821,salvationarmyspokane@gmail.com
68,https://www.cceasternwa.org/senior-services,(509) 684-5671,tel://5096845671,frontdesk@cceasternwa.org
69,http://www.servespokane.org/,(509) 998-5722,tel://5099985722,servespokane@gmail.com
70,https://www.spokanelibrary.org/shadle/,(509) 444-5300,tel://5094445300,
71,https://shalommeal.org/,(509) 455-9019,tel://5094559019,shalommeal@gmail.com
72,https://smilemobilewa.org/,(888) 286-9105,tel://8882869105,websmile@deltadentalwa.com
73,https://snapfinancialaccess.org/,(509) 456-7627,tel://5094567627,housing@snapwa.org
74,https://www.southsidespokane.org,(509) 535-2301,tel://5095352301,nicollec@southsidespokane.org
75,https://swspokaneccyouth.wixsite.com/mysite,(509) 747-1860,tel://5097471860,swspokanecc.youth@gmail.com
76,https://sms1.org/,(509) 534-9760,tel://5095349760,
77,http://scl-sh.org/,(509) 328-6900,tel://5093286900,sclions@gmail.com
78,https://scc.spokane.edu/,(509) 533-8400,tel://5095338400,SCCInfo@scc.spokane.edu
79,https://www.spokanebar.org/,(509) 477-6032,tel://5094776032,service@spokanebar.org
80,https://www.spokanedreamcenter.org/index.html,(509) 924-2630,tel://5099242630,
81,https://spokanehope.org/,(509) 868-0044,tel://5098680044,info@spokanehope.org
82,https://www.snapwa.org,(509) 456-7627,tel://5094567627,
83,https://www.spokanelibrary.org,(509) 444-5300,tel://5094445300,
84,https://www.spokaneschools.org/,(509) 354-5900,tel://5093545900,
85,https://srhd.org/,(509) 324-1500,tel://5093241500,
86,https://spokaneslavicassociation.org,(509) 362-4020,tel://5093624020,info@spokaneslavicassociation.org
87,https://sjvchurch.org/,(509) 926-5428,tel://5099265428,sjv@dioceseofspokane.org
88,https://www.cceasternwa.org/stmargarets,(509) 624-9788,tel://5096249788,smsvolunteer@cceasternwa.org
89,https://www.teenkidcloset.org/,(509) 534-1151,tel://5095341151,contact@teenkidcloset.org
90,https://www.arc-spokane.org/,(509) 328-6326,tel://5093286326,info@arc-spokane.org
91,https://www.carlmaxeycenter.org/,(509) 867-3043,tel://5098673043,Carlmaxeycenter@gmail.com
92,https://www.christmasbureauspokane.org/,(509) 358-4254,tel://5093584254,christmas.bureau@cceasternwa.org
93,https://www.thecitygatespokane.org,(509) 455-9670,tel://5094559670,thecitygate@qwestoffice.net
94,https://my.spokanecity.org/,(509) 755-2489,tel://5097552489,
95,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,(509) 385-3107,tel://5093853107,selfhelplegal@carlmaxeycenter.org
96,https://www.thewaytojustice.com/,(509) 822-7514,tel://5098227514,cam@thewaytojustice.com
97,https://thriveint.org/,(509) 553-5606,tel://5095535606,
98,https://help4women.org/,(509) 328-6702,tel://5093286702,info@help4women.org
99,,,,
100,https://ukrainiancloset.com/,(509) 868-9263,tel://5098689263,zhanna@spokaneslavicassociation.org
101,https://www.uniongospelmission.org,(509) 535-8510,tel://5095358510,info@uniongospelmission.org
102,https://www.vanessabehan.org/,(509) 598-7490,tel://5095987490,vb@vanessabehan.org
103,https://www.wearlaw.net/,(509) 252-5053,tel://5092525053,rose@wearlaw.net
104,https://www.westsidenaz.org,(509) 327-1423,tel://5093271423,info@westsidenaz.org
105,https://www.wideworldforrefugee.com/,(253) 486-7623,tel://2534867623,wideworldforrefugee@gmail.com
106,https://2-harvest.org/feeding-kids-1st/#:~:text=A%20BUILDING%20DEDICATED%20TO%20ADDRESSING%20CHILD%20HUNGER,(509) 534-6678,tel://5095346678,info@2-harvest.org
107,https://wcfrspokane.org/,(509) 324-1995,tel://5093241995,
108,https://www.whenetwork.com/,(509) 323-2123,tel://5093232123,whenetwork@gmail.com
109,https://worldrelief.org/spokane/,(509) 484-9829,tel://5094849829,
110,https://ymcainw.org/locations/central-ymca/,(509) 777-9622,tel://5097779622,ymca@ymcainw.org
111,https://ywcaspokane.org/,(509) 326-1190,tel://5093261190,
112,https://foodfinder.2-harvest.org/?q=99201,,tel://5095346678,info@2-harvest.org
113,https://www.altcew.org/programs-services/care-coordination/,,tel://15099607281,action@altcew.org
114,https://www.altcew.org/programs-services/care-transitions/,,tel://15099607281,action@altcew.org
115,https://www.altcew.org/programs-services/caregiver-support/,,tel://15099607281,action@altcew.org
116,https://www.altcew.org/programs-services/information-and-assistance/,,tel://15099607281,action@altcew.org
117,https://www.altcew.org/programs-services/family-raising-family/,,tel://5094582509,action@altcew.org
118,https://www.altcew.org/programs-services/medicare/,,tel://15096254801,action@altcew.org
119,https://www.altcew.org/programs-services/medication-management/,,tel://15099607281,action@altcew.org
120,https://www.ahbc.us/2nd-harvest/,,tel://5092442474,
121,,,tel://5098384409,allsaintsgather@gmail.com
122,https://aiccinc.org/what-we-do/,,tel://5095350886,
123,https://aiccinc.org/what-we-do/,,tel://5095350886,
124,https://aiccinc.org/what-we-do/,,tel://5095350886,
125,,,tel://5095350886,
126,https://aiccinc.org/what-we-do/,,tel://5095350886,
127,https://workingfamiliescredit.wa.gov/,,tel://5095350886,
128,https://ascrs.org/foundation/operation-sight,,tel://7035912220,ascrs@ascrs.org
129,http://audubonparkumc.org/serve/food-ministry-bare-necessities,,tel://5093254541,office@audubonparkumc.org
130,http://audubonparkumc.org/serve/food-ministry-bare-necessities,,tel://5093254541,office@audubonparkumc.org
131,http://audubonparkumc.org/serve/food-ministry-bare-necessities,,tel://5093254541,office@audubonparkumc.org
132,https://www.renewspokane.org/dental-clinic/,,tel://5097204936,
133,https://www.renewspokane.org/food-pantry/,,tel://5093251258,pattym@uccsda.org
134,,,tel://5093251258,
135,https://dollarfor.org/,,tel://5096088445,spokaneinfo@bigtable.org
136,https://www.failsafeforlife.org/,,tel://15094757334,info@failsafeforlife.org
137,https://www.calvarybaptistchurchspokane.com/ministries,,tel://5097478793,
138,,,tel://5094554986,capa.frontdesk@cceasternwa.org
139,https://www.cceasternwa.org/capa,,tel://5094554986,capa.frontdesk@cceasternwa.org
140,,,tel://5094554986,sarah.durrant@cceasternwa.org
141,,,tel://5094554986,capa.frontdesk@cceasternwa.org
142,,,tel://5094554986,Sandi.nokes@cceasternwa.org
143,,,tel://5094554986,capa.frontdesk@cceasternwa.org
144,,,tel://5094554986,capa.frontdesk@cceasternwa.org
145,,,tel://5094554986,capa.frontdesk@cceasternwa.org
146,,,tel://15092993819,
147,https://caritasoutreachministries.org/what-we-do/,,tel://5093262249,Staff@CaritasOutreachMinistries.org
148,https://caritasoutreachministries.org/what-we-do/,,tel://5093262249,Staff@CaritasOutreachMinistries.org
149,https://caritasoutreachministries.org/what-we-do/,,tel://5093262249,Staff@CaritasOutreachMinistries.org
150,https://caritasoutreachministries.org/what-we-do/,,tel://5093262249,Staff@CaritasOutreachMinistries.org
151,https://www.cceasternwa.org/housing,,tel://5093584250,frontdesk@cceasternwa.org
152,https://www.cceasternwa.org/legal-services,,tel://5094554961,frontdesk@cceasternwa.org
153,https://www.cceasternwa.org/icm,,tel://5093409329,frontdesk@cceasternwa.org
154,https://www.cceasternwa.org/risingstrong,,tel://5099608632,info.risingstrong@cceasternwa.org
155,https://www.cceasternwa.org/sacfc-enrollment,,tel://5092321111ext.203,gladys.martinez@cceasternwa.org
156,https://www.cceasternwa.org/catalyst,,tel://5093584250,Mike.roden@cceasternwa.org
157,,,tel://5097779622,tlandsiedel@ymcainw.org
158,https://cheneycupboard.org/#our-location,,tel://5092352325,
159,https://feedcheney.com/index.html,,tel://15094989250,cheneyumc204@gmail.com
160,https://coregives.org/criteria/,,,info@coregives.org
161,,,tel://5092422308,
162,,,tel://5092422308,
163,,,tel://5092422308,
164,,,tel://5092422308,
165,,,tel://5092422308,
166,https://www.computerswithcauses.org/application/,,tel://8882287320,
167,https://settleinus.org/,,,
168,,,tel://5093633500,familycenter@childcare.org
169,,,tel://5093633500,familycenter@childcare.org
170,,,tel://5093633500,familycenter@childcare.org
171,,,tel://5093633500,familycenter@childcare.org
172,https://www.dcyf.wa.gov/services/earlylearning-childcare/getting-help/wccc,,tel://8446268687,familycenter@childcare.org
173,,,tel://8775012233,
174,https://www.dshs.wa.gov/esa/community-services-offices/tanf-and-support-services,,tel://8775012233,
175,https://eastvalleybaptist.com/events/2015/4/25/food-pantry,,tel://5092205717,eastvalleybaptist@gmail.com
176,https://ffcc.us/,,tel://5093250343,ffccspokane@ffcc.us
177,https://ffcc.us/,,tel://5093250343,ffccspokane@ffcc.us
178,https://ffcc.us/,,tel://5093250343,ffccspokane@ffcc.us
179,https://ffcc.us/,,tel://5093250343,ffccspokane@ffcc.us
180,https://ffcc.us/,,tel://5093250343,ffccspokane@ffcc.us
181,https://ffcc.us/,,tel://5093250343,ffccspokane@ffcc.us
182,https://www.familypromiseofspokane.org/emergencyhousing,,tel://5097475487,office@familypromiseofspokane.org
183,https://www.familypromiseofspokane.org/landlords,,tel://5097475487,office@familypromiseofspokane.org
184,https://www.familypromiseofspokane.org/prevention,,tel://5097475487,office@familypromiseofspokane.org
185,,,tel://5097475487,office@familypromiseofspokane.org
186,https://familyreach.org/financialassistance/,,tel://8572332764,
187,https://familyreach.org/financialassistance/,,tel://8572332764,
188,https://familyreach.org/financialassistance/,,tel://8572332764,
189,https://familyreach.org/financialassistance/,,tel://8572332764,
190,https://familyreach.org/financialassistance/,,tel://8572332764,
191,https://familyreach.org/financialassistance/,,tel://8572332764,
192,https://familyreach.org/financialassistance/,,tel://8572332764,
193,https://www.spokaneschools.org/page/register,,tel://5093546263,heidirou@spokaneschools.org
194,https://www.spokanefpc.org/barton,,tel://5097471058,beckyr@spokanefpc.org
195,https://ftpnonprofit.org/bail-request/,,tel://9016560033,help@ftpnonprofit.org
196,https://ftpnonprofit.org/services/,,tel://9016560033,help@ftpnonprofit.org
197,https://ftpnonprofit.org/services/,,tel://9016560033,help@ftpnonprofit.org
198,https://www.garlandchurch.org/jg-events,,tel://6265906332,info@garlandchurch.org
199,https://www.garlandchurch.org/jg-events,,tel://5093277700,info@garlandchurch.org
200,,,tel://5098680001,esl@global-neighborhood.org
201,,,tel://5098680001,info@global-neighborhood.org
202,https://greenhousedp.com/i-need-help/,,tel://15092766897,
203,https://greenhousedp.com/i-need-help/,,tel://15092766897,
204,https://greenhousedp.com/i-need-help/,,tel://15092766897,
205,https://greenhousedp.com/i-need-help/,,tel://15092766897,
206,https://greenhousedp.com/i-need-help/,,tel://15092766897,
207,https://greenhousedp.com/i-need-help/,,tel://15092766897,
208,https://habitat-spokane.org/homeownership/,,tel://15095342552,homeownerservices@habitat-spokane.org
209,https://habitat-spokane.org/habitat-store/,,tel://15095359517,
210,,,tel://5093255005,
211,https://hfca.cceasternwa.org/,,tel://5093255005,
212,,,tel://5093255005,
213,,,tel://5096247821,
214,,,tel://5096247821,
215,https://www.providence.org/locations/wa/providence-community-clinic,,tel://5096269825,
216,,,tel://5096247821,
217,,,tel://5096247821,
218,https://ircspokane.org/mental-health/,,,Spokane@Rescue.org
219,,,,Spokane@Rescue.org
220,https://ircspokane.org/mental-health/,,,Spokane@Rescue.org
221,https://ircspokane.org/mental-health/,,,Spokane@Rescue.org
222,,,,Spokane@Rescue.org
223,https://ircspokane.org/mental-health/,,,Spokane@Rescue.org
224,https://ircspokane.org/mental-health/,,,Spokane@Rescue.org
225,,,,Spokane@Rescue.org
226,https://www.lltaustin.org/programs/conversation-sessions,,,
227,https://www.lltaustin.org/programs/pronunciation-classes,,,
228,https://www.manzanitahousespokane.org/immigrant-legal-aid,,tel://5093098404,ssmith@mhspokane.org
229,,,tel://5094667068,
230,https://request.angelwheels.org/trip-request,,,info@mercymedical.org
231,https://www.mercymedical.org/request-assistance,,,info@mercymedical.org
232,,,tel://5097473257,shannon.kessler@mowspokane.org
233,https://mlkspokane.org/?page_id=55/,,tel://5098680856,info@mlkspokane.org
234,https://mlkspokane.org/?page_id=52/,,tel://5098680856,info@mlkspokane.org
235,https://mlkspokane.org/?page_id=50/,,tel://5098680856,info@mlkspokane.org
236,https://mlkspokane.org/?page_id=55/,,tel://5098680856,info@mlkspokane.org
237,https://mlkspokane.org/?page_id=53/,,tel://5098680856,info@mlkspokane.org
238,https://mlkspokane.org/?page_id=54/,,tel://5098680856,info@mlkspokane.org
239,https://mlkspokane.org/?page_id=652/,,tel://5098680856,info@mlkspokane.org
240,https://www.modestneeds.org/mn/about-us/grants/self-sufficiency-grants,,tel://8446673776,doiqualify@modestneeds.org
241,https://www.facebook.com/MSHHDonorClosetSpokane/,,tel://5094874119,ManagerSpokane@mshh-donorcloset.com
242,https://new-eyes.org/application,,,info@new-eyes.org
243,,,tel://5094820708,info@spokaneneyc.org
244,,,tel://5094820708,info@spokaneneyc.org
245,,,tel://5094820708,info@spokaneneyc.org
246,,,tel://5094820708,info@spokaneneyc.org
247,https://www.nwconnect.org/ministries/,,tel://5092905691,
248,https://www.nwconnect.org/ministries/,,tel://5092905691,
249,https://www.nwconnect.org/ministries/,,tel://5092905691,
250,https://nwjustice.org/clear-hotline,,tel://8882011014,
251,https://nwjustice.org/eviction-help,,tel://8556578387,
252,https://www.nwmediationcenter.com/mediation-request,,tel://5094560103,
253,https://www.offbroadwaylighthouse.com/our-services.html,,tel://5099982630,offbroadwaylighthouse@gmail.com
254,https://www.offbroadwaylighthouse.com/our-services.html,,tel://5099982630,offbroadwaylighthouse@gmail.com
255,https://ourkidsspokane.org/,,tel://5098666762?,spokane.okob@gmail.com
256,https://www.ourplacespokane.org/services/,,tel://5093267267,
257,https://www.ourplacespokane.org/services/,,tel://5093267267,
258,https://www.ourplacespokane.org/services/,,tel://5093267267,
259,https://www.ourplacespokane.org/services/,,tel://5093267267,
260,https://www.ourplacespokane.org/services/,,tel://5093267267,
261,https://www.ourplacespokane.org/services/,,tel://5093267267,
262,https://www.partnersinw.org/clothing-bank/,,tel://5099271153,admin@svpart.org
263,https://www.partnersinw.org/food-for-thought/,,tel://5099271153,admin@svpart.org
264,https://www.partnersinw.org/food-bank/,,tel://5099271153,admin@svpart.org
265,https://www.partnersinw.org/emergency-assistance/,,tel://5099271153ext.12,admin@svpart.org
266,https://www.pcsforpeople.org/get-tech/,,tel://6513542552,support@pcsforpeople.org
267,,,tel://5095589359,
268,,,tel://5095589359,
269,,,tel://5095589359,
270,,,tel://5095589359,
271,,,tel://5095589359,
272,https://spokaneresourcecenter.org/benefits-and-basic-needs,,tel://5098678188,info@spokaneresourcecenter.org
273,https://spokaneresourcecenter.org/housing,,tel://5098678188,info@spokaneresourcecenter.org
274,https://reconnect2work.com/,,tel://5099606255,admin@spokaneworkforce.org
275,https://www.revivecommunityservices.com/programs,,tel://5099646539,revivecommunityservices@gmail.com
276,https://www.revivecommunityservices.com/programs,,tel://5099646539,revivecommunityservices@gmail.com
277,https://www.revivecommunityservices.com/programs,,tel://5099646539,revivecommunityservices@gmail.com
278,https://www.revivecommunityservices.com/programs,,tel://5099646539,revivecommunityservices@gmail.com
279,https://www.safekids.org/coalition/safe-kids-spokane,,tel://5094742491,renee.witmer@providence.org
280,https://www.campgifford.com/,,tel://5092332511,ronald.molina@usw.salvationarmy.org
281,https://www.facebook.com/TSASpokaneCR,,tel://5093256810,Jae.Pickering@usw.salvationarmy.org
282,https://spokane.salvationarmy.org/spokane_citadel/provide-shelter/,,tel://5093267288,salvationarmyspokane@gmail.com
283,https://spokane.salvationarmy.org/spokane_citadel/cure-hunger/,,tel://5093256821,salvationarmyspokane@gmail.com
284,https://spokane.salvationarmy.org/spokane_citadel/overcome-poverty/,,tel://5093256810,salvationarmyspokane@gmail.com
285,https://spokane.salvationarmy.org/spokane_citadel/the-way-out-shelter-1/,,tel://5098665476,salvationarmyspokane@gmail.com
286,,,tel://5094596172,
287,,,tel://5096845671,
288,http://www.servespokane.org/programs--services.html/,,tel://5099985722,servespokane@gmail.com
289,http://www.servespokane.org/programs--services.html/,,tel://5099985722,servespokane@gmail.com
290,http://www.servespokane.org/programs--services.html/,,tel://5099985722,servespokane@gmail.com
291,https://shalommeal.org/,,tel://5094559019,shalommeal@gmail.com
292,https://smilemobilewa.org/events/,,tel://8882869105,websmile@deltadentalwa.com
293,https://www.southsidespokane.org/food-pantry,,tel://5095352301,nicollec@southsidespokane.org
294,https://swspokaneccyouth.wixsite.com/mysite/food-bank,,tel://5097471860,swspokanecc.youth@gmail.com
295,https://swspokaneccyouth.wixsite.com/mysite/youth-program,,tel://5097471860,swspokanecc.youth@gmail.com
296,https://sms1.org/medicaid-transportation%23request,,tel://5095349760,
297,http://scl-sh.org/,,tel://5093286900,sclions@gmail.com
298,,,tel://5095338900,SCCInfo@scc.spokane.edu
299,https://www.spokanebar.org/lawyer-referral-service/,,tel://5094776032,service@spokanebar.org
300,https://www.spokanevlp.org/,,tel://5094772674,service@spokanebar.org
301,https://www.spokanedreamcenter.org/sdc_019.htm,,tel://5099267878,
302,https://spokanehope.org/programs/birth-to-3/,,tel://5098680044,info@spokanehope.org
303,https://spokanehope.org/programs/preschool/,,tel://5098680044,info@spokanehope.org
304,https://spokanehope.org/programs/toddler/,,tel://5098680044,info@spokanehope.org
305,https://www.snapwa.org/srth/,,tel://5094567627,
306,https://www.snapwa.org/energy-assistance-programs/,,tel://5094567627,
307,https://www.spokaneschools.org/heart,,tel://5093547302,HEART@spokaneschools.org
308,https://srhd.org/programs-and-services/dental-health-program/access-to-baby-child-denistry-program-abcd-through-age-5,,tel://5093241687,
309,https://sjvchurch.org/sjv-food-bank,,tel://5099265428,sjv@dioceseofspokane.org
310,,,tel://5096249788,smsvolunteer@cceasternwa.org
311,,,tel://5096249788,smsvolunteer@cceasternwa.org
312,,,tel://5096249788,smsvolunteer@cceasternwa.org
313,https://app.teenkidcloset.org/,,tel://5095341151,contact@teenkidcloset.org
314,https://app.teenkidcloset.org/,,tel://5094656008,contact@teenkidcloset.org
315,https://www.arc-spokane.org/atc,,tel://5093286326,ATC@arc-spokane.org
316,https://www.arc-spokane.org/thrift#:~:text=THE%20ARC%20THRIFT%20STORE%20%2D%20NORTH%20SPOKANE,,tel://5098227748,info@arc-spokane.org
317,https://www.arc-spokane.org/thrift#:~:text=THE%20ARC%20THRIFT%20STORE%20%2D%20SPOKANE%20VALLEY,,tel://5099607777,info@arc-spokane.org
318,https://www.arc-spokane.org/communitycenter,,tel://5093286326,info@arc-spokane.org
319,https://www.carlmaxeycenter.org/services-9,,tel://5098673043,Carlmaxeycenter@gmail.com
320,https://www.carlmaxeycenter.org/services-9,,tel://5098673043,Carlmaxeycenter@gmail.com
321,https://www.carlmaxeycenter.org/rent-utility,,tel://5097561886,Carlmaxeycenter@gmail.com
322,https://www.carlmaxeycenter.org/services-9,,tel://5098673043,Carlmaxeycenter@gmail.com
323,,,tel://5093584254,christmas.bureau@cceasternwa.org
324,https://www.christmasbureauspokane.org/receive-assistance,,tel://5093584250,christmas.bureau@cceasternwa.org
325,https://www.thecitygatespokane.org/services/,,tel://5094559670,thecitygate@qwestoffice.net
326,https://www.thecitygatespokane.org/services/,,tel://5094565466,thecitygate@qwestoffice.net
327,https://www.thecitygatespokane.org/services/,,tel://5094559670,thecitygate@qwestoffice.net
328,https://www.thecitygatespokane.org/services/,,tel://5094559670,thecitygate@qwestoffice.net
329,https://sheltermespokane.org/,,tel://5097552489,
330,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,,tel://5093853107,selfhelplegal@carlmaxeycenter.org
331,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,,tel://5093853107,selfhelplegal@carlmaxeycenter.org
332,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,,tel://5093853107,selfhelplegal@carlmaxeycenter.org
333,https://www.thewaytojustice.com/driver-s-relicensing,,tel://5098227514,virla@thewaytojustice.com
334,https://www.thewaytojustice.com/post-conviction-relief,,tel://5098227514,cam@thewaytojustice.com
335,https://help4women.org/educare/,,tel://5093286702,info@help4women.org
336,https://help4women.org/home-yard-cottages/,,tel://5097958400,info@help4women.org
337,https://help4women.org/miryams-house/,,tel://5094567627,info@help4women.org
338,https://help4women.org/new-leaf-kitchen-cafe/,,tel://5093286702,info@help4women.org
339,https://help4women.org/transitional-living-center/,,tel://5093252959,info@help4women.org
340,https://help4women.org/womens-hearth/,,tel://5093286702,info@help4women.org
341,https://ukrainiancloset.com/#projects,,tel://5098689263,zhanna@spokaneslavicassociation.org
342,https://ukrainiancloset.com/#projects,,tel://5098689263,zhanna@spokaneslavicassociation.org
343,https://ukrainiancloset.com/#projects,,tel://5098689263,zhanna@spokaneslavicassociation.org
344,https://ukrainiancloset.com/#projects,,tel://5098689263,zhanna@spokaneslavicassociation.org
345,https://ukrainiancloset.com/#projects,,tel://5098689263,zhanna@spokaneslavicassociation.org
346,https://ukrainiancloset.com/#projects,,tel://5098689263,zhanna@spokaneslavicassociation.org
347,https://www.uniongospelmission.org/need-help,,tel://5095358510ext.1127,info@uniongospelmission.org
348,https://www.uniongospelmission.org/need-help,,tel://5095358510,info@uniongospelmission.org
349,https://www.uniongospelmission.org/need-help,,tel://5095350486,info@uniongospelmission.org
350,https://www.vanessabehan.org/diaper-formula-assistance/,,tel://5095987490,vb@vanessabehan.org
351,https://www.vanessabehan.org/for-parents/parenting-classes/,,tel://5095987490,vb@vanessabehan.org
352,https://www.vanessabehan.org/for-parents/stayplaylearn/,,tel://5095987490,vb@vanessabehan.org
353,https://www.wearlaw.net/dap-outreach,,tel://5092525053,rose@wearlaw.net
354,https://www.westsidenaz.org/our-missiion/,,tel://5093271423,info@westsidenaz.org
355,https://www.westsidenaz.org/our-missiion/,,tel://5093271423,info@westsidenaz.org
356,https://www.wideworldforrefugee.com/courses,,tel://2534867623,wideworldforrefugee@gmail.com
357,https://wcfrspokane.org/curbsideservice/,,tel://5093241995,
358,https://www.whenetwork.com/about-cleones-closet,,tel://5093217071,whenetwork@gmail.com
359,,,tel://5093232123,whenetwork@gmail.com
360,https://www.whenetwork.com/men-of-compassion,,tel://5093898585,whenetwork@gmail.com
361,https://ymcainw.org/locations/central-ymca/,,tel://5097779622,ymca@ymcainw.org
362,https://ywcaspokane.org/service/services-overview/,,tel://5093261190,
363,https://ywcaspokane.org/programs/shelter-and-housing/,,tel://5093262255,
364,https://ywcaspokane.org/family-law-interest-form/,,tel://5093261190,
